SKU,NOMBRE TECNICO INTERNO CON ID,ID,ETIQUETADO,¿CAMBIO?,COMENTARIO,CATEGORIA,MARCA,MODELO,FAMILIA,SUB FAMILIA,NOMBRE PARA COTIZACIONES,NOMBRE CORTO ALMACEN,COLOR,STATUS,UBICACION,UNIT/SET,RACK,PANEL,IDENTIFICADOR RFID,NUMERO DE SERIE,GARANTIA VIGENTE,PRECIO ORIGINAL,PRECIO RENTA IDEAL,PRECIO RENTA MINIMO
BP844648,BACKLINE | HARDWARE | GENERICO | ATRIL PARA PARTITURAS | ID BG005,BG005,,,BIEN ,BACKLINE,GENERICO,ATRIL | PARTITURAS,BACKLINE HARDWARE,ATRIL,Backline General :: Generico | Atril para Partituras,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP715170,BACKLINE | HARDWARE | STAND HARD | ATRIL PARA PARTITURAS | ID BS001,BS001,,ELIMINAR ITEM,,BACKLINE,STAND HARD,ATRIL | PARTITURAS,BACKLINE HARDWARE,ATRIL,Backline General :: Stand Hard | Atril para Partituras,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$110.00
BP444068,BACKLINE | HARDWARE | STAND HARD | ATRIL PARA PARTITURAS | ID BS002,BS002,,ELIMINAR ITEM,,BACKLINE,STAND HARD,ATRIL | PARTITURAS,BACKLINE HARDWARE,ATRIL,Backline General :: Stand Hard | Atril para Partituras,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$110.00
BP110294,BACKLINE | HARDWARE | JAMSTANDS | ATRIL PARA TECLADO | ID BJ001,BJ001,,,BIEN,BACKLINE,JAMSTANDS,BASE | TECLADO,BACKLINE HARDWARE,BASE,Backline General :: Jamstands | Base para Teclado,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$210.00
BP146533,BACKLINE | HARDWARE | HERCULES | BASE PARA GUITARRA | ID BH002,BH002,,,BIEN,BACKLINE,HERCULES,BASE | GUITARRA,BACKLINE HARDWARE,BASE,Backline General :: Hercules | Base para Guitarra,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$170.00
BP168143,BACKLINE | HARDWARE | HERCULES | BASE PARA GUITARRA | ID BH003,BH003,,,BIEN,BACKLINE,HERCULES,BASE | GUITARRA,BACKLINE HARDWARE,BASE,Backline General :: Hercules | Base para Guitarra,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$170.00
BP355501,BACKLINE | HARDWARE | HERCULES | BASE PARA GUITARRA | ID BH004,BH004,,,BIEN,BACKLINE,HERCULES,BASE | GUITARRA,BACKLINE HARDWARE,BASE,Backline General :: Hercules | Base para Guitarra,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$170.00
BP468455,BACKLINE | HARDWARE | HERCULES | BASE PARA GUITARRA | ID BH005,BH005,,,BIEN,BACKLINE,HERCULES,BASE | GUITARRA,BACKLINE HARDWARE,BASE,Backline General :: Hercules | Base para Guitarra,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$170.00
BP483151,BACKLINE | HARDWARE | AMAZON | BASE PARA GUITARRA | ID BA002,BA002,,,BIEN,BACKLINE,AMAZON BASICS,BASE | GUITARRA,BACKLINE HARDWARE,BASE,Backline General :: Amazon Basics | Base para Guitarra,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$170.00
BP537127,BACKLINE | HARDWARE | GENERICO | BASE PARA GUITARRA | ID BG006,BG006,,,BIEN,BACKLINE,GENERICO,BASE | GUITARRA,BACKLINE HARDWARE,BASE,Backline General :: Generico | Base para Guitarra,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$170.00
BP326504,BACKLINE | HARDWARE | NOMAD STAND | BASE PARA GUITARRA | ID BN001,BN001,,,BIEN,BACKLINE,NOMAD STAND,BASE | GUITARRA,BACKLINE HARDWARE,BASE,Backline General :: Nomad Stand | Base para Guitarra,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$170.00
BP916460,BACKLINE | HARDWARE | JAMSTANDS | BASE PARA BAJO O GUITARRA | ID BJ002,BJ002,,,BIEN,BACKLINE,JAMSTANDS,BASE | BAJO | GUITARRA,BACKLINE HARDWARE,BASE,Backline General :: Jamstands | Base para Bajo o Guitarra,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$170.00
BP908198,BACKLINE | HARDWARE | JAMSTANDS | BASE PARA BAJO O GUITARRA | ID BJ003,BJ003,,,BIEN,BACKLINE,JAMSTANDS,BASE | BAJO | GUITARRA,BACKLINE HARDWARE,BASE,Backline General :: Jamstands | Base para Bajo o Guitarra,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$170.00
BP865227,BACKLINE | HARDWARE | JAMSTANDS | BASE PARA BAJO O GUITARRA | ID BJ004,BJ004,,,BIEN,BACKLINE,JAMSTANDS,BASE | BAJO | GUITARRA,BACKLINE HARDWARE,BASE,Backline General :: Jamstands | Base para Bajo o Guitarra,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$170.00
BP736071,BACKLINE | HARDWARE | AMERICAN CABLE COMPANY | BASE PARA TECLADO | ID BA003,BA003,,,BIEN,BACKLINE,THE AMERICAN CABLE COMPANY,BASE | TECLADO,BACKLINE HARDWARE,BASE,Backline General :: ACC | Base Para Teclado,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$500.00
BP944361,BACKLINE | HARDWARE | PROEL | BASE PARA TECLADO | ID BP018,BP018,,,BIEN,BACKLINE,PROEL,BASE | TECLADO,BACKLINE HARDWARE,BASE,Backline General :: Proel | Base Para Teclado,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$200.00
BP131195,BACKLINE | HARDWARE | LP | CENCERRO DE CAMPANA | ID BL001,BL001,,,BIEN,BACKLINE,LP,LP009 CAMPANA,DRUM HARDWARE,CENCERRO,Hardware de Batería :: LP | Cencerro LP009,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP187751,BOCINA | NEXO | P12 | ID AN008,AN008,SI,,BIEN,AUDIO,NEXO,P12,BOCINA,-,Bocina :: Nexo | P12,,,,,INDIVIDUAL,,,,212532101661,,$0.00,$0.00,"$1,580.00"
BP189044,BOCINA | NEXO | P12 | ID AN009,AN009,SI,,BIEN,AUDIO,NEXO,P12,BOCINA,-,Bocina :: Nexo | P12,,,,,INDIVIDUAL,,,,212532101658,,$0.00,$0.00,"$1,580.00"
BP331383,BOCINA | NEXO | P12 | ID AN010,AN010,SI,,BIEN,AUDIO,NEXO,P12,BOCINA,-,Bocina :: Nexo | P12,,,,,INDIVIDUAL,,,,212532101655,,$0.00,$0.00,"$1,580.00"
BP968425,BOCINA | NEXO | P12 | ID AN011,AN011,SI,,BIEN,AUDIO,NEXO,P12,BOCINA,-,Bocina :: Nexo | P12,,,,,INDIVIDUAL,,,,212532103607,,$0.00,$0.00,"$1,580.00"
BP524369,BOCINA | NEXO | P12 | ID AN012,AN012,SI,,BIEN,AUDIO,NEXO,P12,BOCINA,-,Bocina :: Nexo | P12,,,,,INDIVIDUAL,,,,212532103525,,$0.00,$0.00,"$1,580.00"
BP578667,BOCINA | NEXO | P12 | ID AN013,AN013,SI,,BIEN,AUDIO,NEXO,P12,BOCINA,-,Bocina :: Nexo | P12,,,,,INDIVIDUAL,,,,212532103270,,$0.00,$0.00,"$1,580.00"
BP347728,BOCINA | JBL | JRX115 | ID AJ001,AJ001,SI,,BIEN,AUDIO,JBL,JRX 115,BOCINA,-,Bocina :: JBL | JRX 115,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$270.00
BP734838,BOCINA | JBL | JRX115 | ID AJ002,AJ002,SI,,BIEN,AUDIO,JBL,JRX 115,BOCINA,-,Bocina :: JBL | JRX 115,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$270.00
BP307903,BOCINA | JBL | JRX115 | ID AJ003,AJ003,SI,,BIEN,AUDIO,JBL,JRX 115,BOCINA,-,Bocina :: JBL | JRX 115,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$270.00
BP704245,BOCINA | JBL | JRX115 | ID AJ004,AJ004,SI,,BIEN,AUDIO,JBL,JRX 115,BOCINA,-,Bocina :: JBL | JRX 115,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$270.00
BP554772,BOCINA | JBL | JRX115 | ID AJ005,AJ005,SI,,BIEN,AUDIO,JBL,JRX 115,BOCINA,-,Bocina :: JBL | JRX 115,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$270.00
BP845297,BOCINA | JBL | JRX115 | ID AJ006,AJ006,SI,,BIEN,AUDIO,JBL,JRX 115,BOCINA,-,Bocina :: JBL | JRX 115,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$270.00
BP181807,BOCINA | JBL | JRX115 | ID AJ007,AJ007,SI,,BIEN,AUDIO,JBL,JRX 115,BOCINA,-,Bocina :: JBL | JRX 115,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$270.00
BP567756,BOCINA | JBL | JRX115 | ID AJ008,AJ008,SI,,BIEN,AUDIO,JBL,JRX 115,BOCINA,-,Bocina :: JBL | JRX 115,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$270.00
BP928384,BOCINA | JBL | JRX115 | ID AJ009,AJ009,,ELIMINAR ITEM,BAJA,AUDIO,JBL,JRX 115,BOCINA,-,Bocina :: JBL | JRX 115,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$270.00
BP149761,BOCINA | JBL | JRX115 | ID AJ010,AJ010,,ELIMINAR ITEM,BAJA,AUDIO,JBL,JRX 115,BOCINA,-,Bocina :: JBL | JRX 115,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$270.00
BP786481,BOCINA | JBL | JRX115 | ID AJ011,AJ011,,ELIMINAR ITEM,BAJA,AUDIO,JBL,JRX 115,BOCINA,-,Bocina :: JBL | JRX 115,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$270.00
BP342747,BOCINA | JBL | JRX115 | ID AJ012,AJ012,,ELIMINAR ITEM,BAJA,AUDIO,JBL,JRX 115,BOCINA,-,Bocina :: JBL | JRX 115,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$270.00
BP876438,BOCINA | JBL | JRX115 | ID AJ013,AJ013,,ELIMINAR ITEM,BAJA,AUDIO,JBL,JRX 115,BOCINA,-,Bocina :: JBL | JRX 115,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$270.00
BP186745,BOCINA | JBL | JRX115 | ID AJ014,AJ014,,ELIMINAR ITEM,BAJA,AUDIO,JBL,JRX 115,BOCINA,-,Bocina :: JBL | JRX 115,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$270.00
BP305220,BOCINA | JBL | SUB | SXR 4719 | ID AJ015,AJ015,SI,,,AUDIO,JBL,SXR 4719,BOCINA,-,Bocina :: JBL | Sub SXR 4719,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$840.00
BP126281,BOCINA | JBL | SUB | SXR 4719 | ID AJ016,AJ016,SI,,,AUDIO,JBL,SXR 4719,BOCINA,-,Bocina :: JBL | Sub SXR 4719,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$840.00
BP838059,BOCINA | MONTARBO | MT360A | ID AM001,AM001,,ELIMINAR ITEM,BAJA,AUDIO,MONTARBO,MT 360 A,BOCINA,-,Bocina :: Montarbo | MT 360 A,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$320.00
BP872859,BOCINA | MONTARBO | MT360A | ID AM002,AM002,,ELIMINAR ITEM,BAJA,AUDIO,MONTARBO,MT 360 A,BOCINA,-,Bocina :: Montarbo | MT 360 A,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$320.00
BP681412,BOCINA | MONTARBO | MT360A | ID AM003,AM003,,ELIMINAR ITEM,BAJA,AUDIO,MONTARBO,MT 360 A,BOCINA,-,Bocina :: Montarbo | MT 360 A,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$320.00
BP479254,BOCINA | MONTARBO | MT360A | ID AM004,AM004,,ELIMINAR ITEM,BAJA,AUDIO,MONTARBO,MT 360 A,BOCINA,-,Bocina :: Montarbo | MT 360 A,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$320.00
BP386457,BOCINA | MONTARBO | MT360A | ID AM005,AM005,,ELIMINAR ITEM,BAJA,AUDIO,MONTARBO,MT 360 A,BOCINA,-,Bocina :: Montarbo | MT 360 A,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$320.00
BP746763,BOCINA | MONTARBO | MT360A | ID AM006,AM006,,ELIMINAR ITEM,BAJA,AUDIO,MONTARBO,MT 360 A,BOCINA,-,Bocina :: Montarbo | MT 360 A,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$320.00
BP265003,BOCINA | MACKIE | MRS 450 | AMPLIFICADA | ID AM007,AM007,,,BIEN,AUDIO,MACKIE,MRS 360 A,BOCINA,-,Bocina :: Mackie | MRS 450 Amplificada,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$420.00
BP484895,BOCINA | MACKIE | MRS 450 | AMPLIFICADA | ID AM008,AM008,,,BIEN,AUDIO,MACKIE,MRS 360 A,BOCINA,-,Bocina :: Mackie | MRS 450 Amplificada,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$420.00
BP437995,BOCINA | MACKIE | MRS 450 | AMPLIFICADA | ID AM009,AM009,,,BIEN,AUDIO,MACKIE,MRS 360 A,BOCINA,-,Bocina :: Mackie | MRS 450 Amplificada,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$420.00
BP574851,BOCINA | NEXO | PS8 | ID AN0018,AN014,,,BIEN,AUDIO,NEXO,PS8,BOCINA,-,Bocina :: Nexo | PS8,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$840.00
BP934834,BOCINA | NEXO | PS8 | ID AN0019,AN015,,,BIEN,AUDIO,NEXO,PS8,BOCINA,-,Bocina :: Nexo | PS8,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$840.00
BP420784,BOCINA | NEXO | PS8 | ID AN0020,AN016,,,BIEN,AUDIO,NEXO,PS8,BOCINA,-,Bocina :: Nexo | PS8,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$840.00
BP642459,BOCINA | NEXO | PS8 | ID AN0021,AN017,,,BIEN,AUDIO,NEXO,PS8,BOCINA,-,Bocina :: Nexo | PS8,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$840.00
BP932984,BOCINA | NEXO | SUB | LS400 | AN018,AN018,,,BIEN,AUDIO,NEXO,LS400,BOCINA,-,Bocina :: Nexo | Sub LS400,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$840.00
BP488392,BOCINA | NEXO | SUB | LS400 | AN019,AN019,,,BIEN,AUDIO,NEXO,LS400,BOCINA,-,Bocina :: Nexo | Sub LS400,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$840.00
BP297268,BOCINA | NEXO | PS10 | ID AN020,AN020,,,BIEN,AUDIO,NEXO,PS10,BOCINA,-,Bocina :: Nexo | PS10,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$840.00
BP116072,BOCINA | NEXO | PS10 | ID AN021,AN021,,,BIEN,AUDIO,NEXO,PS10,BOCINA,-,Bocina :: Nexo | PS10,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$840.00
BP902313,BOCINA | NEXO | SUB | LS500 | ID AN022,AN022,,,BIEN,AUDIO,NEXO,LS500,BOCINA,-,Bocina :: Nexo | Sub LS500,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$840.00
BP926503,BOCINA | NEXO | SUB | LS500 | ID AN023,AN023,,,BIEN,AUDIO,NEXO,LS500,BOCINA,-,Bocina :: Nexo | Sub LS500,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$840.00
BP983381,BOCINA | ELECTROVOICE | XLC127+ | ID AE010,AE010,,,BIEN,AUDIO,ELECTROVOICE,XLC 127+,BOCINA,-,Bocina :: Electrovoice | XLC 127+,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,"$1,580.00"
BP539970,BOCINA | ELECTROVOICE | XLC127+ | ID AE011,AE011,,,BIEN,AUDIO,ELECTROVOICE,XLC 127+,BOCINA,-,Bocina :: Electrovoice | XLC 127+,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,"$1,580.00"
BP256373,BOCINA | ELECTROVOICE | XLC127+ | ID AE012,AE012,,,BIEN,AUDIO,ELECTROVOICE,XLC 127+,BOCINA,-,Bocina :: Electrovoice | XLC 127+,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,"$1,580.00"
BP392907,BOCINA | ELECTROVOICE | XLC127+ | ID AE013,AE013,,,BIEN,AUDIO,ELECTROVOICE,XLC 127+,BOCINA,-,Bocina :: Electrovoice | XLC 127+,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,"$1,580.00"
BP332282,BOCINA | ELECTROVOICE | XLC127+ | ID AE014,AE014,,,BIEN,AUDIO,ELECTROVOICE,XLC 127+,BOCINA,-,Bocina :: Electrovoice | XLC 127+,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,"$1,580.00"
BP239485,BOCINA | ELECTROVOICE | XLC127+ | ID AE015,AE015,,,BIEN,AUDIO,ELECTROVOICE,XLC 127+,BOCINA,-,Bocina :: Electrovoice | XLC 127+,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,"$1,580.00"
BP481477,BOCINA | ELECTROVOICE | XLC127+ | ID AE016,AE016,,,BIEN,AUDIO,ELECTROVOICE,XLC 127+,BOCINA,-,Bocina :: Electrovoice | XLC 127+,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,"$1,580.00"
BP751040,BOCINA | ELECTROVOICE | XLC127+ | ID AE017,AE017,,,BIEN,AUDIO,ELECTROVOICE,XLC 127+,BOCINA,-,Bocina :: Electrovoice | XLC 127+,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,"$1,580.00"
BP389328,BOCINA | ELECTROVOICE | XLC127+ | ID AE018,AE018,,,BIEN,AUDIO,ELECTROVOICE,XLC 127+,BOCINA,-,Bocina :: Electrovoice | XLC 127+,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,"$1,580.00"
BP595038,BOCINA | ELECTROVOICE | XLC127+ | ID AE019,AE019,,,BIEN,AUDIO,ELECTROVOICE,XLC 127+,BOCINA,-,Bocina :: Electrovoice | XLC 127+,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,"$1,580.00"
BP586776,BOCINA | ELECTROVOICE | XLC127+ | ID AE020,AE020,,,BIEN,AUDIO,ELECTROVOICE,XLC 127+,BOCINA,-,Bocina :: Electrovoice | XLC 127+,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,"$1,580.00"
BP973564,BOCINA | ELECTROVOICE | XLC127+ | ID AE021,AE021,,,BIEN,AUDIO,ELECTROVOICE,XLC 127+,BOCINA,-,Bocina :: Electrovoice | XLC 127+,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,"$1,580.00"
BP744882,BOCINA | ELECTROVOICE | X-SUB | ID AE022,AE022,,,BIEN,AUDIO,ELECTROVOICE,X-SUB,BOCINA,-,Bocina :: Electrovoice | X-SUB,,,,,INDIVIDUAL,,,,50600097,,$0.00,$0.00,"$1,580.00"
BP802082,BOCINA | ELECTROVOICE | X-SUB | ID AE023,AE023,,,BIEN,AUDIO,ELECTROVOICE,X-SUB,BOCINA,-,Bocina :: Electrovoice | X-SUB,,,,,INDIVIDUAL,,,,50600098,,$0.00,$0.00,"$1,580.00"
BP837418,BOCINA | ELECTROVOICE | X-SUB | ID AE024,AE024,,,BIEN,AUDIO,ELECTROVOICE,X-SUB,BOCINA,-,Bocina :: Electrovoice | X-SUB,,,,,INDIVIDUAL,,,,50600107,,$0.00,$0.00,"$1,580.00"
BP992488,BOCINA | ELECTROVOICE | X-SUB | ID AE025,AE025,,,BIEN,AUDIO,ELECTROVOICE,X-SUB,BOCINA,-,Bocina :: Electrovoice | X-SUB,,,,,INDIVIDUAL,,,,50600108,,$0.00,$0.00,"$1,580.00"
BP231925,BOCINA | ELECTROVOICE | X-SUB | ID AE026,AE026,,,BIEN,AUDIO,ELECTROVOICE,X-SUB,BOCINA,-,Bocina :: Electrovoice | X-SUB,,,,,INDIVIDUAL,,,,50600109,,$0.00,$0.00,"$1,580.00"
BP233541,BOCINA | ELECTROVOICE | X-SUB | ID AE027,AE027,,,BIEN,AUDIO,ELECTROVOICE,X-SUB,BOCINA,-,Bocina :: Electrovoice | X-SUB,,,,,INDIVIDUAL,,,,50600110,,$0.00,$0.00,"$1,580.00"
BP957863,BOCINA | ELECTROVOICE | ETX15P | AMPLIFICADA | ID AE028,AE028,,,BIEN,AUDIO,ELECTROVOICE,ETX15P AMPLIFICADA,BOCINA,-,Bocina :: Electrovoice | ETX15P Amplificada,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$750.00
BP861160,BOCINA | ELECTROVOICE | ETX15P | AMPLIFICADA | ID AE029,AE029,,,BIEN,AUDIO,ELECTROVOICE,ETX15P AMPLIFICADA,BOCINA,-,Bocina :: Electrovoice | ETX15P Amplificada,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$750.00
BP590058,BOCINA | ELECTROVOICE | ETX15P | AMPLIFICADA | ID AE030,AE030,,,BIEN,AUDIO,ELECTROVOICE,ETX15P AMPLIFICADA,BOCINA,-,Bocina :: Electrovoice | ETX15P Amplificada,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$750.00
BP440585,BOCINA | ELECTROVOICE | ETX15P | AMPLIFICADA | ID AE031,AE031,,,BIEN,AUDIO,ELECTROVOICE,ETX15P AMPLIFICADA,BOCINA,-,Bocina :: Electrovoice | ETX15P Amplificada,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$750.00
BP615939,BOCINA | ELECTROVOICE | ETX15P | AMPLIFICADA | ID AE032,AE032,,,BIEN,AUDIO,ELECTROVOICE,ETX15P AMPLIFICADA,BOCINA,-,Bocina :: Electrovoice | ETX15P Amplificada,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$750.00
BP607354,BOCINA | ELECTROVOICE | ETX15P | AMPLIFICADA | ID AE033,AE033,,ELIMINAR ITEM,BAJA,AUDIO,ELECTROVOICE,ETX15P AMPLIFICADA,BOCINA,-,Bocina :: Electrovoice | ETX15P Amplificada,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$750.00
BP573534,BOCINA | ELECTROVOICE | ETX15P | AMPLIFICADA | ID AE034,AE034,,ELIMINAR ITEM,BAJA,AUDIO,ELECTROVOICE,EKX15P AMPLIFICADA,BOCINA,-,Bocina :: Electrovoice | EKX15P Amplificada,,,,,INDIVIDUAL,,,,115235675590482659,,$0.00,$0.00,$650.00
BP786744,BOCINA | ELECTROVOICE | ETX15P | AMPLIFICADA | ID AE035,AE035,,ELIMINAR ITEM,BAJA,AUDIO,ELECTROVOICE,EKX15P AMPLIFICADA,BOCINA,-,Bocina :: Electrovoice | EKX15P Amplificada,,,,,INDIVIDUAL,,,,115235675590602576,,$0.00,$0.00,$650.00
BP905541,BOCINA | ELECTROVOICE | ETX15P | AMPLIFICADA | ID AE036,AE036,,ELIMINAR ITEM,BAJA,AUDIO,ELECTROVOICE,EKX15P AMPLIFICADA,BOCINA,-,Bocina :: Electrovoice | EKX15P Amplificada,,,,,INDIVIDUAL,,,,115235675590602577,,$0.00,$0.00,$650.00
BP857996,BOCINA | ELECTROVOICE | ETX15P | AMPLIFICADA | ID AE037,AE037,,ELIMINAR ITEM,BAJA,AUDIO,ELECTROVOICE,EKX15P AMPLIFICADA,BOCINA,-,Bocina :: Electrovoice | EKX15P Amplificada,,,,,INDIVIDUAL,,,,115235675590602578,,$0.00,$0.00,$650.00
BP765715,BOCINA | ELECTROVOICE | EKX18SP | |SUB | AMPLIFICADO | ID AE038,AE038,,,BIEN,AUDIO,ELECTROVOICE,EKX18SP SUB AMPLIFICADO,BOCINA,-,Bocina :: Electrovoice | EKX18SP Sub Amplificado,,,,,INDIVIDUAL,,,,115235875597932294,,$0.00,$0.00,$840.00
BP732218,BOCINA | ELECTROVOICE | EKX18SP | |SUB | AMPLIFICADO | ID AE039,AE039,,,BIEN,AUDIO,ELECTROVOICE,EKX18SP SUB AMPLIFICADO,BOCINA,-,Bocina :: Electrovoice | EKX18SP Sub Amplificado,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$840.00
BP275081,BOCINA | MEYER | UPA 2 | AMPLIFICADA | ID AM001,AM010,,,BIEN,AUDIO,MEYER,UPA 2 AMPLIFICADA,BOCINA,-,Bocina :: Meyer | EKX18SP Sub Amplificado,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$950.00
BP313577,BOCINA | NEXO | GEO M10 | FULL RANGE | ID AN024,AN024,,,BIEN,AUDIO,NEXO,GEO M10 FULL RANGE,BOCINA,-,Bocina :: Nexo | Geo M10 Full Range,,,,,INDIVIDUAL,,,,212023104662,,$0.00,$0.00,"$2,100.00"
BP882061,BOCINA | NEXO | GEO M10 | FULL RANGE | ID AN025,AN025,,,BIEN,AUDIO,NEXO,GEO M10 FULL RANGE,BOCINA,-,Bocina :: Nexo | Geo M10 Full Range,,,,,INDIVIDUAL,,,,212023106862,,$0.00,$0.00,"$2,100.00"
BP611281,BOCINA | NEXO | GEO M10 | FULL RANGE | ID AN026,AN026,,,BIEN,AUDIO,NEXO,GEO M10 FULL RANGE,BOCINA,-,Bocina :: Nexo | Geo M10 Full Range,,,,,INDIVIDUAL,,,,212023106882,,$0.00,$0.00,"$2,100.00"
BP961195,BOCINA | NEXO | GEO M10 | FULL RANGE | ID AN027,AN027,,,BIEN,AUDIO,NEXO,GEO M10 FULL RANGE,BOCINA,-,Bocina :: Nexo | Geo M10 Full Range,,,,,INDIVIDUAL,,,,212023106867,,$0.00,$0.00,"$2,100.00"
BP454634,BOCINA | NEXO | GEO M10 | FULL RANGE | ID AN028,AN028,,,BIEN,AUDIO,NEXO,GEO M10 FULL RANGE,BOCINA,-,Bocina :: Nexo | Geo M10 Full Range,,,,,INDIVIDUAL,,,,212023106870,,$0.00,$0.00,"$2,100.00"
